lemma,pos,level,source
tip,verb,B2,cefr_j
tiptoe,verb,B2,cefr_j
tiredness,noun,B2,cefr_j
tiresome,adjective,B2,cefr_j
tiring,adjective,B1,cefr_j
title,noun,A2,cefr_j
to,infinitive-to,A1,cefr_j
toast,noun,A2,cefr_j
toenail,noun,B2,cefr_j
toil,verb,B2,cefr_j
tolerant,adjective,B2,cefr_j
tolerate,verb,B2,cefr_j
toll,noun,B2,cefr_j
tomb,noun,B2,cefr_j
tone,noun,A2,cefr_j
toothache,noun,A2,cefr_j
toothbrush,noun,A2,cefr_j
toothpaste,noun,B1,cefr_j
topic,noun,A1,cefr_j
torch,noun,B2,cefr_j
tornado,noun,B1,cefr_j
tortoiseshell,noun,B2,cefr_j
torture,verb,B2,cefr_j
total,adjective,B1,cefr_j
total,noun,B1,cefr_j
totally,adverb,B1,cefr_j
tough,adjective,B2,cefr_j
tour,noun,A2,cefr_j
tour,verb,B1,cefr_j
tour guide,noun,A2,cefr_j
tourism,noun,B1,cefr_j
tourist,noun,A2,cefr_j
toward/towards,preposition,A2,cefr_j
towel,noun,A1,cefr_j
toy,noun,A1,cefr_j
track,noun,A2,cefr_j
track,verb,B2,cefr_j
tracksuit,noun,B1,cefr_j
trader,noun,B2,cefr_j
tradition,noun,A2,cefr_j
traditional,adjective,A2,cefr_j
traditionally,adverb,B1,cefr_j
traffic jam,noun,B1,cefr_j
traffic light,noun,A2,cefr_j
tragedy,noun,B1,cefr_j
tragic,adjective,B1,cefr_j
trainee,noun,B2,cefr_j
trainer,noun,B2,cefr_j
training,noun,A2,cefr_j
traitor,noun,B2,cefr_j
trample,noun,B2,cefr_j
transcript,noun,B2,cefr_j
transfer,noun,B2,cefr_j
transfer,verb,B1,cefr_j
transform,verb,B1,cefr_j
transformation,noun,B1,cefr_j
transfusion,noun,B2,cefr_j
transient,adjective,B2,cefr_j
transistor,noun,B2,cefr_j
transition,noun,B2,cefr_j
transitional,adjective,B1,cefr_j
transmission,noun,B2,cefr_j
transmit,verb,B2,cefr_j
transportation,noun,B1,cefr_j
travel agent,noun,B1,cefr_j
traveler/traveller,noun,A2,cefr_j
traverse,noun,B2,cefr_j
tray,noun,B2,cefr_j
treasure,noun,A2,cefr_j
treat,noun,B1,cefr_j
treat,verb,B2,cefr_j
treatment,noun,B1,cefr_j
trek,noun,B2,cefr_j
tremble,verb,B1,cefr_j
tremendous,adjective,B1,cefr_j
tremendously,adverb,B2,cefr_j
tremor,noun,B2,cefr_j
trend,noun,B1,cefr_j
trick,noun,A2,cefr_j
trick,verb,B2,cefr_j
tricky,adjective,B2,cefr_j
trigger,noun,B1,cefr_j
trim,noun,B1,cefr_j
trip,noun,A1,cefr_j
trip,verb,B2,cefr_j
triumph,noun,B1,cefr_j
trivial,adjective,B2,cefr_j
trolley,noun,B2,cefr_j
troop,noun,B2,cefr_j
trophy,noun,B2,cefr_j
tropic,adjective,B2,cefr_j
tropical,adjective,B1,cefr_j
trouble,noun,A2,cefr_j
trouble,verb,B1,cefr_j
troublesome,adjective,B2,cefr_j
truly,adverb,A2,cefr_j
trusty,adjective,B2,cefr_j
truthful,adjective,B2,cefr_j
truthfulness,noun,B2,cefr_j
try,noun,A1,cefr_j
try,verb,A2,cefr_j
T-shirt/tee-shirt,noun,A1,cefr_j
tub,noun,B2,cefr_j
tug,noun,B2,cefr_j
tumble,verb,B1,cefr_j
tumor/tumour,noun,B2,cefr_j
tune,noun,A2,cefr_j
tunnel,noun,B2,cefr_j
turbulence,noun,B1,cefr_j
turbulent,adjective,B2,cefr_j
turning,noun,B1,cefr_j
tutor,noun,B2,cefr_j
twelve,number,A1,cefr_j
twenty,number,A1,cefr_j
twin,noun,B1,cefr_j
twinkle,noun,B2,cefr_j
twist,noun,B1,cefr_j
twist,verb,B1,cefr_j
twisted,adjective,B2,cefr_j
two,number,A1,cefr_j
typhoid,noun,B2,cefr_j
typical,adjective,B1,cefr_j
typically,adverb,B1,cefr_j
tyranny,noun,B2,cefr_j
tyrant,noun,B2,cefr_j
ugly,adjective,A1,cefr_j
ultimate,adjective,B2,cefr_j
ultimately,adverb,B2,cefr_j
unable,adjective,B1,cefr_j
unacceptable,adjective,B2,cefr_j
unafraid,adjective,B1,cefr_j
unashamedly,adverb,B2,cefr_j
unattractive,adjective,B2,cefr_j
unauthorized/unauthorised,adjective,B2,cefr_j
unavailable,adjective,B2,cefr_j
unaware,adjective,B2,cefr_j
unbearable,adjective,B2,cefr_j
unbeatable,adjective,B2,cefr_j
unbelievable,adjective,B1,cefr_j
uncertain,adjective,A2,cefr_j
uncertainty,noun,B1,cefr_j
unchanged,adjective,B2,cefr_j
uncharacteristic,adjective,B2,cefr_j
unclear,adjective,B1,cefr_j
unclearly,adverb,B2,cefr_j
uncomfortably,adverb,B2,cefr_j
uncommon,adjective,B2,cefr_j
unconcerned,adjective,B2,cefr_j
unconscious,adjective,B2,cefr_j
uncontrollable,adjective,B1,cefr_j
uncover,verb,B1,cefr_j
under,preposition,A1,cefr_j
underage,adjective,B1,cefr_j
underestimate,verb,B2,cefr_j
undergo,verb,B1,cefr_j
undergraduate,noun,B2,cefr_j
underground,adjective,B2,cefr_j
underground,adverb,B2,cefr_j
underneath,adverb,B2,cefr_j
underneath,preposition,B1,cefr_j
undersea,adjective,B2,cefr_j
understandable,adjective,B2,cefr_j
understanding,adjective,B2,cefr_j
understanding,noun,B2,cefr_j
underwear,noun,B2,cefr_j
undoubtedly,adverb,B2,cefr_j
undreamed,adjective,B2,cefr_j
undress,verb,B1,cefr_j
undressed,adjective,B2,cefr_j
unease,noun,B2,cefr_j
uneasily,adverb,B2,cefr_j
uneasy,adjective,A2,cefr_j
unenthusiastic,adjective,B2,cefr_j
uneven,adjective,B2,cefr_j
unexpected,adjective,B1,cefr_j
unexpectedly,adverb,B1,cefr_j
unfair,adjective,A2,cefr_j
unfairly,adverb,B1,cefr_j
unfamiliar,adjective,B2,cefr_j
unfashionable,adjective,B2,cefr_j
unfit,adjective,B1,cefr_j
unfold,verb,B1,cefr_j
unforeseen,adjective,B2,cefr_j
unforgettable,adjective,A2,cefr_j
unfortunate,adjective,B1,cefr_j
unfortunately,adverb,A2,cefr_j
unfriendly,adjective,B1,cefr_j
ungodly,adjective,B2,cefr_j
unhappiness,noun,B2,cefr_j
unhappy,adjective,A2,cefr_j
unhealthy,adjective,A2,cefr_j
unheard,adjective,B1,cefr_j
unhelpful,adjective,B2,cefr_j
uniform,adjective,A2,cefr_j
uniform,noun,A2,cefr_j
unify,verb,B1,cefr_j
unimaginable,adjective,B2,cefr_j
unimaginably,adverb,B2,cefr_j
unimportant,adjective,A2,cefr_j
uninterested,adjective,B1,cefr_j
uninteresting,adjective,B1,cefr_j
unique,adjective,B1,cefr_j
unite,verb,B1,cefr_j
united,adjective,B2,cefr_j
unjustly,adverb,B2,cefr_j
unkind,adjective,B2,cefr_j
unless,conjunction,B1,cefr_j
unlike,adjective,A2,cefr_j
unlike,preposition,B2,cefr_j
unlikely,adjective,B1,cefr_j
unlimited,adjective,B2,cefr_j
unload,verb,B2,cefr_j
unlock,verb,B2,cefr_j
unlucky,adjective,B1,cefr_j
unmistakable,adjective,B2,cefr_j
unmistakably,adverb,B2,cefr_j
unnecessary,adjective,A2,cefr_j
unofficial,adjective,B2,cefr_j
unpack,verb,B1,cefr_j
unpleasant,adjective,A2,cefr_j
unpopular,adjective,B2,cefr_j
unpredictable,adjective,B1,cefr_j
unrealistic,adjective,B2,cefr_j
unreasonable,adjective,B2,cefr_j
unrelated,adjective,B1,cefr_j
unreliable,adjective,B2,cefr_j
unrest,noun,B2,cefr_j
unsafe,adjective,B2,cefr_j
unsatisfactory,adjective,B2,cefr_j
unselfish,adjective,B2,cefr_j
unstoppable,adjective,B2,cefr_j
unsuccessful,adjective,B2,cefr_j
unsuitable,adjective,B2,cefr_j
unsure,adjective,B2,cefr_j
untalented,adjective,B2,cefr_j
unthinkably,adverb,B2,cefr_j
untidy,adjective,B1,cefr_j
untie,verb,B2,cefr_j
until,conjunction,B1,cefr_j
until,preposition,A1,cefr_j
unto,preposition,B2,cefr_j
untreated,adjective,B2,cefr_j
untrimmed,adjective,B2,cefr_j
unusually,adverb,B1,cefr_j
unusualness,noun,B2,cefr_j
unwanted,adjective,B1,cefr_j
unwell,adjective,B1,cefr_j
unwilling,adjective,B2,cefr_j
unworldly,adjective,B2,cefr_j
upbringing,noun,B2,cefr_j
upgrade,noun,B2,cefr_j
upgrade,verb,B2,cefr_j
uplifted,adjective,B1,cefr_j
upload,verb,B1,cefr_j
upon,preposition,A2,cefr_j
upper,adjective,B1,cefr_j
upright,adjective,B2,cefr_j
upright,adverb,B2,cefr_j
upside down,adjective,B2,cefr_j
upside down,adverb,B2,cefr_j
up-to-date,adjective,B1,cefr_j
upward,adjective,B1,cefr_j
urge,noun,B1,cefr_j
urge,verb,B2,cefr_j
urgent,adjective,B1,cefr_j
urgently,adverb,B2,cefr_j
use,noun,A2,cefr_j
use,verb,A1,cefr_j
used,adjective,A2,cefr_j
used to,modal auxiliary,B1,cefr_j
useful,adjective,A2,cefr_j
usher,verb,B2,cefr_j
usual,adjective,A2,cefr_j
usually,adverb,A1,cefr_j
utility,noun,B2,cefr_j
utilize/utilise,verb,B2,cefr_j
utter,verb,B2,cefr_j
utterly,adverb,B2,cefr_j
vacancy,noun,B1,cefr_j
vacant,adjective,B2,cefr_j
vaccine,noun,B2,cefr_j
valentine,noun,B2,cefr_j
valid,adjective,B2,cefr_j
vanity,noun,B2,cefr_j
variation,noun,B2,cefr_j
varied,adjective,B2,cefr_j
variety,noun,B1,cefr_j
various,adjective,B1,cefr_j
vase,noun,A1,cefr_j
vast,adjective,B1,cefr_j
venture,noun,B2,cefr_j
venue,noun,B2,cefr_j
verbally,adverb,B2,cefr_j
verse,noun,B2,cefr_j
verse,verb,B2,cefr_j
version,noun,B2,cefr_j
versus,preposition,B2,cefr_j
vet,noun,B1,cefr_j
veteran,noun,B2,cefr_j
vibrate,verb,B2,cefr_j
vibration,noun,B2,cefr_j
vice,adjective,B1,cefr_j
vice president,noun,B1,cefr_j
victim,noun,B1,cefr_j
victory,noun,B1,cefr_j
video clip,noun,B1,cefr_j
viewer,noun,B2,cefr_j
viewpoint,noun,B1,cefr_j
vigor/vigour,noun,B2,cefr_j
vigorous,adjective,B2,cefr_j
vigorously,adverb,B2,cefr_j
villa,noun,B2,cefr_j
villager,noun,B2,cefr_j
vinegar,noun,B2,cefr_j
violate,verb,B2,cefr_j
violent,adjective,A2,cefr_j
violently,adverb,B1,cefr_j
virtual reality,noun,B2,cefr_j
virtually,adverb,B2,cefr_j
virus,noun,B1,cefr_j
visibly,adverb,B2,cefr_j
visitor,noun,A2,cefr_j
visual,adjective,B1,cefr_j
visually,adverb,B1,cefr_j
vital,adjective,B2,cefr_j
vitamin,noun,B2,cefr_j
vivid,adjective,B1,cefr_j
vividly,adverb,B1,cefr_j
vocabulary,noun,A2,cefr_j
volcano,noun,B1,cefr_j
volleyball,noun,A1,cefr_j
volunteer,noun,B2,cefr_j
volunteer,verb,B1,cefr_j
voter,noun,B2,cefr_j
vow,noun,B2,cefr_j
voyage,noun,B1,cefr_j
wagon,noun,B1,cefr_j
waistcoat,noun,B2,cefr_j
wait,noun,B2,cefr_j
wait,verb,A1,cefr_j
waiter,noun,A1,cefr_j
waitress,noun,A1,cefr_j
walkabout,noun,B2,cefr_j
walker,noun,B2,cefr_j
walking,noun,A2,cefr_j
wallboard,noun,B2,cefr_j
wallet,noun,A2,cefr_j
wander,verb,A2,cefr_j
ward,noun,B1,cefr_j
wardrobe,noun,B1,cefr_j
warmly,adverb,B1,cefr_j
warmth,noun,B1,cefr_j
warn,verb,B1,cefr_j
warning,noun,B1,cefr_j
warranty,noun,B1,cefr_j
warrior,noun,B1,cefr_j
warship,noun,B2,cefr_j
wartime,noun,B2,cefr_j
was,be-verb,A1,cefr_j
washbowl,noun,B1,cefr_j
washing machine,noun,A2,cefr_j
washing-up,noun,A2,cefr_j
wasteful,adjective,B1,cefr_j
water,noun,A1,cefr_j
water,verb,B2,cefr_j
waterfall,noun,B1,cefr_j
waterproof,adjective,B2,cefr_j
wave,noun,A2,cefr_j
wave,verb,B1,cefr_j
weaken,verb,B2,cefr_j
weakly,adverb,B2,cefr_j
weakness,noun,B1,cefr_j
wearisome,adjective,B2,cefr_j
weary,adjective,B2,cefr_j
weather forecast,noun,B1,cefr_j
web,noun,A2,cefr_j
web page,noun,A2,cefr_j
webcam,noun,B1,cefr_j
website,noun,A2,cefr_j
wedding,noun,A2,cefr_j
weed,noun,B2,cefr_j
welfare,noun,B2,cefr_j
well-balanced,adjective,B2,cefr_j
well-built,adjective,B2,cefr_j
well-dressed,adjective,B1,cefr_j
well-known,adjective,A2,cefr_j
well-organized/well-organised,adjective,B2,cefr_j
well-paid,adjective,B2,cefr_j
were,be-verb,A1,cefr_j
western,adjective,B2,cefr_j
westward,adverb,B1,cefr_j
wetland,noun,B1,cefr_j
wheelchair,noun,A2,cefr_j
wherever,conjunction,B1,cefr_j
whichever,determiner,B1,cefr_j
whichever,pronoun,B2,cefr_j
whiskey/whisky,noun,B2,cefr_j
whisper,noun,B1,cefr_j
whisper,verb,B2,cefr_j
whoever,pronoun,B1,cefr_j
widely,adverb,A2,cefr_j
widen,verb,B2,cefr_j
widow,noun,B2,cefr_j
wild,adjective,A2,cefr_j
wilderness,noun,B2,cefr_j
wildly,adverb,B1,cefr_j
will,modal auxiliary,A1,cefr_j
willing,adjective,B2,cefr_j
willingly,adverb,B2,cefr_j
willingness,noun,B1,cefr_j
winding,adjective,B2,cefr_j
windscreen,noun,B1,cefr_j
windshield,noun,B2,cefr_j
windsurfing,noun,B1,cefr_j
windy,adjective,A2,cefr_j
wink,noun,B2,cefr_j
winner,noun,A2,cefr_j
wise,adjective,A2,cefr_j
wish,noun,A1,cefr_j
wish,verb,A2,cefr_j
wither,verb,B1,cefr_j
within,preposition,A2,cefr_j
witness,noun,B2,cefr_j
witness,verb,B1,cefr_j
witty,adjective,B2,cefr_j
wizard,adjective,B1,cefr_j
wonder,noun,B1,cefr_j
wonder,verb,A2,cefr_j
wonderful,adjective,A1,cefr_j
wondrous,adjective,B2,cefr_j
woodcarving,noun,B2,cefr_j
wooden,adjective,A2,cefr_j
wordlessly,adverb,B2,cefr_j
workaholic,adjective,B2,cefr_j
workbench,noun,B2,cefr_j
working,adjective,B1,cefr_j
workman,noun,B2,cefr_j
workplace,noun,B1,cefr_j
worktable,noun,B2,cefr_j
worldview,noun,B2,cefr_j
worldwide,adjective,B2,cefr_j
worldwide,adverb,A2,cefr_j
wornout/worn out/worn-out,adjective,B2,cefr_j
worried,adjective,A2,cefr_j
worry,noun,A1,cefr_j
worry,verb,A2,cefr_j
worrying,adjective,B2,cefr_j
worse,adjective,A2,cefr_j
worse,adverb,A2,cefr_j
worse,noun,B2,cefr_j
worsen,verb,B2,cefr_j
worth,adjective,B1,cefr_j
worthless,adjective,B2,cefr_j
worthy,adjective,B1,cefr_j
would,modal auxiliary,A1,cefr_j
wrap,noun,B1,cefr_j
wrap,verb,B1,cefr_j
wrapping,noun,B1,cefr_j
wreck,noun,B2,cefr_j
wrist,noun,B1,cefr_j
wristwatch,noun,B1,cefr_j
wrongly,adverb,B2,cefr_j
yard,noun,A1,cefr_j
yeah,adverb,A2,cefr_j
yearn,verb,B2,cefr_j
yell,noun,B1,cefr_j
yell,verb,B2,cefr_j
yes,adverb,A1,cefr_j
yield,verb,B2,cefr_j
yoga,noun,B1,cefr_j
yogurt/yoghurt,noun,A1,cefr_j
youth,noun,A2,cefr_j
youthful,adjective,B2,cefr_j
yummy,adjective,B2,cefr_j
zip,noun,B2,cefr_j
zone,noun,A2,cefr_j
cloak,noun,C1,octanove
timid,adjective,C1,octanove
reluctantly,adverb,C1,octanove
complexity,noun,C1,octanove
concur,verb,C1,octanove
marvel,verb,C1,octanove
enviable,adverb,C1,octanove
organizational,adjective,C1,octanove
psychiatric,adjective,C1,octanove
clinical,adjective,C1,octanove
forensic,adjective,C1,octanove
juvenile,noun,C1,octanove
juvenile,adjective,C1,octanove
jurisdiction,noun,C1,octanove
trauma,noun,C1,octanove
traumatic,adjective,C1,octanove
constraint,noun,C1,octanove
revealing,adjective,C1,octanove
eccentric,adjective,C1,octanove
sanctity,noun,C1,octanove
conform,verb,C1,octanove
norms,noun,C1,octanove
oddity,noun,C1,octanove
compulsion,noun,C1,octanove
conceive,verb,C1,octanove
conceivable,adjective,C1,octanove
assertion,noun,C1,octanove
individuality,noun,C1,octanove
psyche,noun,C1,octanove
conformity,noun,C1,octanove
unconventional,adjective,C1,octanove
congregate,verb,C1,octanove
rally,verb,C1,octanove
resent,verb,C1,octanove
self-conscious,adjective,C1,octanove
wary,adjective,C1,octanove
stoke,verb,C1,octanove
dynamically,adverb,C1,octanove
hostess,noun,C1,octanove
perpetuate,verb,C1,octanove
naturalness,noun,C1,octanove
exhibitionist,noun,C1,octanove
isolate,verb,C1,octanove
isolated,adjective,C1,octanove
humble,verb,C1,octanove
humble,adjective,C1,octanove
refreshingly,adverb,C1,octanove
effortless,adjective,C1,octanove
vegetation,noun,C1,octanove
respite,noun,C1,octanove
suffice,verb,C1,octanove
purity,noun,C1,octanove
gruelling,adjective,C1,octanove
comprise,verb,C1,octanove
plaster,noun,C1,octanove
plaster,verb,C1,octanove
darkroom,noun,C1,octanove
induct,verb,C1,octanove
induction,noun,C1,octanove
fossil,noun,C1,octanove
geological,adjective,C1,octanove
geologically,adverb,C1,octanove
specimen,noun,C1,octanove
enormously,adverb,C1,octanove
explanatory,adjective,C1,octanove
knowledgeable,adjective,C1,octanove
ordinarily,adverb,C1,octanove
hanging,noun,C1,octanove
hanging,noun,C1,octanove
tomb,noun,C1,octanove
formulate,verb,C1,octanove
resin,noun,C1,octanove
cleanly,adverb,C1,octanove
endorsement,noun,C1,octanove
stretching,noun,C1,octanove
continuity,noun,C1,octanove
shambles,noun,C1,octanove
claustrophobic,adjective,C1,octanove
claustrophobia,noun,C1,octanove
headstrong,adjective,C1,octanove
tact,noun,C1,octanove
tactful,adjective,C1,octanove
tactfully,adverb,C1,octanove
blister,noun,C1,octanove
blister,verb,C1,octanove
sponsorship,noun,C1,octanove
ego,noun,C1,octanove
lap,noun,C1,octanove
beforehand,adverb,C1,octanove
slob,noun,C1,octanove
coverage,noun,C1,octanove
unplug,verb,C1,octanove
gadget,noun,C1,octanove
rediscover,verb,C1,octanove
subtly,adverb,C1,octanove
brainwash,verb,C1,octanove
brainwashing,noun,C1,octanove
implicate,verb,C1,octanove
malfunction,verb,C1,octanove
wayside,noun,C1,octanove
expire,verb,C1,octanove
puzzle,verb,C1,octanove
damply,adverb,C1,octanove
ghostly,adjective,C1,octanove
washtub,noun,C1,octanove
apt,adjective,C1,octanove
apt to,verb,C1,octanove
portable,adjective,C1,octanove
portable,noun,C1,octanove
ornamental,adjective,C1,octanove
placid,adjective,C1,octanove
placidly,adverb,C1,octanove
unmanageable,adjective,C1,octanove
appliance,noun,C1,octanove
relinquish,verb,C1,octanove
tedious,adjective,C1,octanove
tedium,noun,C1,octanove
exert,verb,C1,octanove
extortion,noun,C1,octanove
alleviate,verb,C1,octanove
elaborate,adjective,C1,octanove
elaborate,verb,C1,octanove
elaboration,noun,C1,octanove
detest,verb,C1,octanove
detestable,adjective,C1,octanove
suds,noun,C1,octanove
prowl,verb,C1,octanove
speculate,verb,C1,octanove
speculation,noun,C1,octanove
speculative,adjective,C1,octanove
reenact,verb,C1,octanove
torment,verb,C1,octanove
torment,noun,C1,octanove
extravagance,noun,C1,octanove
exploit,verb,C1,octanove
exploitation,noun,C1,octanove
mechanism,noun,C1,octanove
implicate,verb,C1,octanove
oblige,verb,C1,octanove
collaborate,verb,C1,octanove
collaborator,noun,C1,octanove
collaboration,noun,C1,octanove
collaborative,adjective,C1,octanove
showy,adjective,C1,octanove
wrangle,verb,C1,octanove
premise,noun,C1,octanove
advantageous,adjective,C1,octanove
parasite,noun,C1,octanove
fanciful,adjective,C1,octanove
poise,noun,C1,octanove
customary,adjective,C1,octanove
insightful,adjective,C1,octanove
notable,adjective,C1,octanove
vicious,adjective,C1,octanove
viciously,adverb,C1,octanove
pupil,noun,C1,octanove
torturous,adjective,C1,octanove
upheaval,noun,C1,octanove
shortlist,verb,C1,octanove
shortlist,noun,C1,octanove
uneventful,adjective,C1,octanove
pertinent,adjective,C1,octanove
pertain to,verb,C1,octanove
daydream,noun,C1,octanove
daydream,verb,C1,octanove
simplicity,noun,C1,octanove
blockbuster,noun,C1,octanove
resonate,verb,C1,octanove
irony,noun,C1,octanove
align,verb,C1,octanove
alignment,noun,C1,octanove
manipulation,noun,C1,octanove
suitor,noun,C1,octanove
deceit,noun,C1,octanove
alienate,verb,C1,octanove
persuasively,adverb,C1,octanove
confinement,noun,C1,octanove
peasant,noun,C1,octanove
inexplicable,adjective,C1,octanove
inexplicably,adverb,C1,octanove
harass,verb,C1,octanove
harassment,noun,C1,octanove
believably,adverb,C1,octanove
cleverness,noun,C1,octanove
persecute,verb,C1,octanove
persecution,noun,C1,octanove
smug,adjective,C1,octanove
smugly,adverb,C1,octanove
ferocious,adjective,C1,octanove
ferociously,adverb,C1,octanove
hostile,adjective,C1,octanove
hostility,noun,C1,octanove
dismay,verb,C1,octanove
dismay,noun,C1,octanove
methodical,adjective,C1,octanove
ruthless,adjective,C1,octanove
ruthlessness,noun,C1,octanove
talkative,adjective,C1,octanove
clan,noun,C1,octanove
privileged,adjective,C1,octanove
crumble,verb,C1,octanove
crumb,noun,C1,octanove
pace,verb,C1,octanove
closeness,noun,C1,octanove
rarity,noun,C1,octanove
evoke,verb,C1,octanove
repel,verb,C1,octanove
repellant,noun,C1,octanove
repellant,adjective,C1,octanove
insightful,adjective,C1,octanove
insightfully,adverb,C1,octanove
flashback,noun,C1,octanove
self-worth,noun,C1,octanove
cite,verb,C1,octanove
citation,noun,C1,octanove
recite,verb,C1,octanove
ecstasy,noun,C1,octanove
ecstatic,adjective,C1,octanove
ecstatically,adverb,C1,octanove
pleasurable,adjective,C1,octanove
substantially,adverb,C1,octanove
favorably/favourably,adverb,C1,octanove
diversity,noun,C1,octanove
elitist,noun,C1,octanove
grumble,verb,C1,octanove
rumble,verb,C1,octanove
rumble,noun,C1,octanove
neglectful,adjective,C1,octanove
roundup,noun,C1,octanove
conscientious,adjective,C1,octanove
conscientiously,adverb,C1,octanove
indefinitely,adverb,C1,octanove
atmospheric,adjective,C1,octanove
fuse,verb,C1,octanove
fusion,noun,C1,octanove
robust,adjective,C1,octanove
robustly,adverb,C1,octanove
dismally,adverb,C1,octanove
crave,verb,C1,octanove
craving,noun,C1,octanove
prospective,adjective,C1,octanove
remotely,adverb,C1,octanove
splatter,verb,C1,octanove
automatic,verb,C1,octanove
automatically,adverb,C1,octanove
bubbly,adjective,C1,octanove
chaotically,adverb,C1,octanove
apprehensive,adjective,C1,octanove
settee,noun,C1,octanove
trampoline,noun,C1,octanove
ploy,noun,C1,octanove
dither,verb,C1,octanove
unison,noun,C1,octanove
bliss,noun,C1,octanove
inexhaustible,adjective,C1,octanove
heifer,noun,C1,octanove
victorious,adjective,C1,octanove
victoriously,adverb,C1,octanove
profound,adjective,C1,octanove
profoundly,adverb,C1,octanove
baldly,adverb,C1,octanove
bearded,adjective,C1,octanove
professionalism,noun,C1,octanove
artistically,adverb,C1,octanove
popularization,noun,C1,octanove
pendulum,noun,C1,octanove
predecessor,noun,C1,octanove
boast,noun,C1,octanove
lapse,noun,C1,octanove
ceaseless,adjective,C1,octanove
ceaselessly,adverb,C1,octanove
climax,noun,C1,octanove
climactic,adjective,C1,octanove
anticlimactic,adjective,C1,octanove
scramble,noun,C1,octanove
forfeit,verb,C1,octanove
twitch,verb,C1,octanove
twitch,noun,C1,octanove
intellect,noun,C1,octanove
descent,noun,C1,octanove
exodus,noun,C1,octanove
immortalize,verb,C1,octanove
physique,noun,C1,octanove
utensil,noun,C1,octanove
clammy,adjective,C1,octanove
dispense,verb,C1,octanove
dispensable,adjective,C1,octanove
dispensary,noun,C1,octanove
indispensable,adjective,C1,octanove
diverge,verb,C1,octanove
divergence,noun,C1,octanove
divergent,adjective,C1,octanove
superficially,adverb,C1,octanove
aesthetically,adverb,C1,octanove
scrutinize/scrutinise,verb,C1,octanove
scrutiny,noun,C1,octanove
quip,noun,C1,octanove
quip,verb,C1,octanove
woo,verb,C1,octanove
plausible,adjective,C1,octanove
plausibility,noun,C1,octanove
plausibly,adverb,C1,octanove
instinctive,adjective,C1,octanove
instinctively,adverb,C1,octanove
stylistic,adjective,C1,octanove
stylistically,adverb,C1,octanove
inheritance,noun,C1,octanove
inherent,adjective,C1,octanove
inherently,adverb,C1,octanove
tune,verb,C1,octanove
spontaneous,adjective,C1,octanove
spontaneously,adverb,C1,octanove
honk,verb,C1,octanove
honk,noun,C1,octanove
innovate,verb,C1,octanove
innovation,noun,C1,octanove
innovative,adjective,C1,octanove
institute,verb,C1,octanove
fatality,noun,C1,octanove
wooded,adjective,C1,octanove
hostile,adjective,C1,octanove
hostility,noun,C1,octanove
flatter,verb,C1,octanove
flattery,noun,C1,octanove
aimlessly,adverb,C1,octanove
meaningless,adjective,C1,octanove
meaninglessly,adverb,C1,octanove
candid,adjective,C1,octanove
candidly,adverb,C1,octanove
vitality,noun,C1,octanove
provoke,verb,C1,octanove
provocative,adjective,C1,octanove
provocatively,adverb,C1,octanove
clench,verb,C1,octanove
haggle,verb,C1,octanove
scorn,noun,C1,octanove
scornful,adjective,C1,octanove
scornfully,adverb,C1,octanove
animatedly,adverb,C1,octanove
obscure,verb,C1,octanove
obscure,adjective,C1,octanove
obscurely,adverb,C1,octanove
elevate,verb,C1,octanove
elevation,noun,C1,octanove
pose,verb,C1,octanove
tedious,adjective,C1,octanove
tediously,adverb,C1,octanove
succession,noun,C1,octanove
formality,noun,C1,octanove
jog,verb,C1,octanove
mountaineer,noun,C1,octanove
pioneer,verb,C1,octanove
pioneer,noun,C1,octanove
transatlantic,adjective,C1,octanove
rudiments,noun,C1,octanove
rudimentary,adjective,C1,octanove
paddle,verb,C1,octanove
immense,adjective,C1,octanove
immensely,adverb,C1,octanove
advisory,adjective,C1,octanove
trying,adjective,C1,octanove
adrenaline,noun,C1,octanove
tinker,verb,C1,octanove
tinker,noun,C1,octanove
expedition,noun,C1,octanove
insecure,adjective,C1,octanove
insecurely,adverb,C1,octanove
reassure,verb,C1,octanove
reassurance,noun,C1,octanove
insensitive,adjective,C1,octanove
insensitively,adverb,C1,octanove
profess,verb,C1,octanove
drawback,noun,C1,octanove
resort,verb,C1,octanove
resort,noun,C1,octanove
overseer,noun,C1,octanove
estimation,noun,C1,octanove
stressfully,adverb,C1,octanove
loom,verb,C1,octanove
notwithstanding,preposition,C1,octanove
structurally,adverb,C1,octanove
structural,adjective,C1,octanove
chauffer,noun,C1,octanove
chauffer,verb,C1,octanove
rapport,noun,C1,octanove
landscape,verb,C1,octanove
consultation,noun,C1,octanove
consultancy,noun,C1,octanove
bloom,verb,C1,octanove
engineer,verb,C1,octanove
retention,noun,C1,octanove
quarry,noun,C1,octanove
specification,noun,C1,octanove
contract,verb,C1,octanove
contract,verb,C1,octanove
contractor,noun,C1,octanove
query,verb,C1,octanove
possessor,noun,C1,octanove
chill,verb,C1,octanove
chill,noun,C1,octanove
chilly,adjective,C1,octanove
frosty,adjective,C1,octanove
frostily,adverb,C1,octanove
unmanned,adjective,C1,octanove
impersonally,adverb,C1,octanove
impersonate,verb,C1,octanove
impersonator,noun,C1,octanove
impersonation,noun,C1,octanove
buzzer,noun,C1,octanove
desertion,noun,C1,octanove
unoccupied,adjective,C1,octanove
stuffy,adjective,C1,octanove
