lemma,pos,level,source
mommy/mommie,noun,A1,cefr_j
monitor,noun,B1,cefr_j
monitor,verb,B1,cefr_j
monster,noun,B1,cefr_j
monument,noun,B1,cefr_j
moody,adjective,B2,cefr_j
moonlight,noun,B2,cefr_j
moonscape,noun,B2,cefr_j
moral,adjective,B2,cefr_j
moral,noun,B1,cefr_j
morality,noun,B2,cefr_j
morally,adverb,B2,cefr_j
moreover,adverb,B1,cefr_j
mortal,adjective,B2,cefr_j
mortify,verb,B2,cefr_j
moss,noun,B1,cefr_j
mostly,adverb,A2,cefr_j
motherland,noun,B1,cefr_j
motion,noun,B2,cefr_j
motionless,adjective,B1,cefr_j
motivate,verb,B1,cefr_j
motivated,adjective,B2,cefr_j
motivation,noun,B1,cefr_j
motive,noun,B1,cefr_j
motor,noun,B1,cefr_j
motorbike,noun,B2,cefr_j
motorist,noun,B2,cefr_j
motto,noun,B1,cefr_j
mount,noun,B1,cefr_j
mount,verb,B2,cefr_j
mountaintop,noun,B1,cefr_j
mournful,adjective,B2,cefr_j
move,noun,A1,cefr_j
move,verb,A2,cefr_j
movement,noun,B1,cefr_j
mover,noun,B2,cefr_j
moving,adjective,B2,cefr_j
MP3 player,noun,A2,cefr_j
Mr./Mr,noun,A1,cefr_j
Mrs./Mrs,noun,A1,cefr_j
Ms./Ms,noun,A2,cefr_j
much,adverb,A1,cefr_j
much,determiner,A1,cefr_j
much,pronoun,A1,cefr_j
mud,noun,B1,cefr_j
muddy,adjective,B2,cefr_j
multiple,adjective,B2,cefr_j
multiply,verb,B2,cefr_j
mum,noun,A1,cefr_j
mumble,noun,B2,cefr_j
mumble,verb,B2,cefr_j
murderer,noun,B1,cefr_j
murmur,noun,B2,cefr_j
muscle,noun,B1,cefr_j
museum,noun,A2,cefr_j
must,modal auxiliary,A1,cefr_j
mustache/moustache,noun,B2,cefr_j
mutability,noun,B2,cefr_j
mutable,adjective,B2,cefr_j
mutter,noun,B2,cefr_j
mutter,verb,B2,cefr_j
mutton,noun,B2,cefr_j
mutual,adjective,B1,cefr_j
mysterious,adjective,A2,cefr_j
mystery,noun,A2,cefr_j
mystify,verb,B2,cefr_j
myth,noun,B1,cefr_j
nano,noun,B2,cefr_j
nap,noun,B1,cefr_j
napkin,noun,A2,cefr_j
narcissistic,adjective,B2,cefr_j
narrate,verb,B1,cefr_j
narrative,adjective,B1,cefr_j
narrator,noun,B2,cefr_j
narrowly,adverb,B2,cefr_j
nation,noun,A2,cefr_j
national,adjective,A2,cefr_j
nationalist,noun,B1,cefr_j
nationwide,adjective,B2,cefr_j
nationwide,adverb,B2,cefr_j
native,adjective,A2,cefr_j
native speaker,noun,B2,cefr_j
naturally,adverb,B1,cefr_j
naughty,adjective,B2,cefr_j
naval,adjective,B2,cefr_j
navigate,verb,B2,cefr_j
navigation,noun,B2,cefr_j
navy blue,adjective,B1,cefr_j
nearby,adjective,B1,cefr_j
nearby,adverb,B1,cefr_j
nearly,adverb,A2,cefr_j
neat,adjective,B2,cefr_j
necessarily,adverb,B2,cefr_j
necessary,adjective,A2,cefr_j
necessity,noun,B2,cefr_j
necklace,noun,B1,cefr_j
nectar,noun,B1,cefr_j
need,modal auxiliary,A1,cefr_j
need,noun,B2,cefr_j
need,verb,A2,cefr_j
needless,adjective,B2,cefr_j
needy,adjective,B2,cefr_j
negative,adjective,A2,cefr_j
negatively,adverb,B2,cefr_j
neglect,noun,B2,cefr_j
negotiate,verb,B1,cefr_j
negotiation,noun,B1,cefr_j
neighbor/neighbour,noun,A1,cefr_j
neighborhood/neighbourhood,noun,B1,cefr_j
neighboring/neighbouring,adjective,B2,cefr_j
neither,adverb,B2,cefr_j
neither,conjunction,B2,cefr_j
neither,determiner,B2,cefr_j
neither,pronoun,B2,cefr_j
nerve,noun,B2,cefr_j
nerves,noun,B2,cefr_j
nervous,adjective,A2,cefr_j
nervously,adverb,B2,cefr_j
nervousness,noun,B1,cefr_j
ness,noun,B1,cefr_j
netsurfer/net surfer,noun,B2,cefr_j
neurosis,noun,B2,cefr_j
neutral,adjective,B1,cefr_j
nevertheless,adverb,B1,cefr_j
newborn,adjective,B1,cefr_j
newcomer,noun,B1,cefr_j
newly,adverb,B1,cefr_j
news,noun,A1,cefr_j
newscaster,noun,B2,cefr_j
newsworthy,adjective,B2,cefr_j
next,pronoun,B2,cefr_j
next door,adverb,B1,cefr_j
next to,preposition,A2,cefr_j
next-door,adjective,B1,cefr_j
nicely,adverb,B2,cefr_j
nickname,noun,B1,cefr_j
nightclub,noun,B2,cefr_j
nightlife,noun,B1,cefr_j
nightmare,noun,B2,cefr_j
nine,number,A1,cefr_j
nineteen,number,A1,cefr_j
ninety,number,A1,cefr_j
no,adverb,A1,cefr_j
no,determiner,A1,cefr_j
nobility,noun,B2,cefr_j
noble,adjective,B2,cefr_j
nod,noun,B1,cefr_j
nod,verb,B2,cefr_j
noisily,adverb,B1,cefr_j
noisy,adjective,A2,cefr_j
nomad,noun,B2,cefr_j
nomination,noun,B2,cefr_j
nominee,noun,B2,cefr_j
nonetheless,adverb,B1,cefr_j
nonprofessional,adjective,B2,cefr_j
non-smoking,adjective,B2,cefr_j
nor,conjunction,B1,cefr_j
normal,adjective,A2,cefr_j
normally,adverb,B1,cefr_j
northeastern,adjective,B1,cefr_j
northern,adjective,B1,cefr_j
northward,adverb,B2,cefr_j
northwestern,adjective,B1,cefr_j
notebook,noun,A1,cefr_j
notice,noun,A2,cefr_j
notice,verb,B1,cefr_j
noticeable,adjective,B1,cefr_j
noticeboard,noun,B1,cefr_j
notion,noun,B1,cefr_j
notorious,adjective,B1,cefr_j
nought,noun,B2,cefr_j
nourish,verb,B2,cefr_j
nourishment,noun,B2,cefr_j
novel,noun,A2,cefr_j
novelist,noun,B1,cefr_j
novelty,noun,B2,cefr_j
nowadays,adverb,A2,cefr_j
nowhere,adverb,B1,cefr_j
numerical,adjective,B2,cefr_j
numerous,adjective,B1,cefr_j
nursery,noun,B2,cefr_j
nutrient,noun,B1,cefr_j
nutritious,adjective,B1,cefr_j
nutshell,noun,B2,cefr_j
oak,noun,A2,cefr_j
oath,noun,B2,cefr_j
obedience,noun,B2,cefr_j
obedient,adjective,B2,cefr_j
obey,verb,B2,cefr_j
obituary,noun,B2,cefr_j
object,noun,B1,cefr_j
object,verb,B2,cefr_j
objection,noun,B1,cefr_j
obligation,noun,B2,cefr_j
observe,verb,B1,cefr_j
observer,noun,B2,cefr_j
obsess,verb,B2,cefr_j
obstacle,noun,B1,cefr_j
obtain,verb,B1,cefr_j
obvious,adjective,B1,cefr_j
obviously,adverb,B1,cefr_j
occasion,noun,B1,cefr_j
occasion,verb,B1,cefr_j
occasional,adjective,B1,cefr_j
occasionally,adverb,B1,cefr_j
occupy,verb,B1,cefr_j
occur,verb,B1,cefr_j
off,adjective,A1,cefr_j
off,adverb,A2,cefr_j
off,preposition,B1,cefr_j
offend,verb,B2,cefr_j
offender,noun,B2,cefr_j
offense/offence,noun,B2,cefr_j
offensive,adjective,B1,cefr_j
offhand,adverb,B2,cefr_j
office,noun,A1,cefr_j
officer,noun,A1,cefr_j
official,adjective,A2,cefr_j
official,noun,B2,cefr_j
officially,adverb,B1,cefr_j
offshore,adjective,B2,cefr_j
often,adverb,A1,cefr_j
oily,adjective,B1,cefr_j
ointment,noun,B2,cefr_j
OK/okay,adjective,A1,cefr_j
OK/okay,adverb,A1,cefr_j
old-fashioned,adjective,B1,cefr_j
olive oil,noun,A2,cefr_j
Olympia,noun,B2,cefr_j
Olympiad,noun,B2,cefr_j
Olympic,adjective,A2,cefr_j
Olympics,noun,A1,cefr_j
omelet/omelette,noun,A2,cefr_j
one,number,A1,cefr_j
only,adjective,A1,cefr_j
only,adverb,A1,cefr_j
onstage,adjective,B1,cefr_j
onto/on to,preposition,B1,cefr_j
opening,noun,B1,cefr_j
openly,adverb,B2,cefr_j
opera,noun,A1,cefr_j
operate,verb,A2,cefr_j
opponent,noun,B2,cefr_j
oppress,verb,B1,cefr_j
oppression,noun,B1,cefr_j
optimism,noun,B2,cefr_j
optimist,noun,B2,cefr_j
optimistic,adjective,B2,cefr_j
option,noun,B1,cefr_j
optional,adjective,B2,cefr_j
orator,noun,B2,cefr_j
orchestra,noun,B1,cefr_j
orchestral,adjective,B2,cefr_j
orderly,adjective,B1,cefr_j
organic,adjective,B1,cefr_j
organization/organisation,noun,B1,cefr_j
organize/organise,verb,A2,cefr_j
organized/organised,adjective,A2,cefr_j
organizer/organiser,noun,B2,cefr_j
origin,noun,B1,cefr_j
originality,noun,B2,cefr_j
originally,adverb,B2,cefr_j
originate,verb,B2,cefr_j
ornament,noun,B2,cefr_j
orphan,noun,A2,cefr_j
other,pronoun,A2,cefr_j
otherwise,adverb,B1,cefr_j
ought to,modal auxiliary,B1,cefr_j
ounce,noun,B2,cefr_j
out of,preposition,A2,cefr_j
outback,noun,B2,cefr_j
outbreak,noun,B2,cefr_j
outdistance,verb,B2,cefr_j
outdoor,adjective,B1,cefr_j
outer,adjective,B1,cefr_j
outfit,noun,B2,cefr_j
outing,noun,B2,cefr_j
outlaw,noun,B1,cefr_j
outline,noun,B2,cefr_j
outline,verb,B1,cefr_j
outlive,verb,B2,cefr_j
outlook,noun,B2,cefr_j
out-of-date,adjective,B1,cefr_j
outpatient,noun,B2,cefr_j
outrageous,adjective,B2,cefr_j
outshine,verb,B2,cefr_j
outside,adjective,B2,cefr_j
outside,adverb,A1,cefr_j
outside,noun,B2,cefr_j
outside,preposition,A2,cefr_j
outsider,noun,B2,cefr_j
outskirts,noun,B2,cefr_j
outward,adjective,B1,cefr_j
outwardly,adverb,B2,cefr_j
outweigh,verb,B1,cefr_j
oval,adjective,B2,cefr_j
oven,noun,A2,cefr_j
over,adverb,A2,cefr_j
over,preposition,A1,cefr_j
overboard,adverb,B2,cefr_j
overbook,verb,B2,cefr_j
overcoat,noun,B2,cefr_j
overemphasize/overemphasise,verb,B2,cefr_j
overestimate,verb,B2,cefr_j
overjoyed,adjective,B1,cefr_j
overlap,noun,B2,cefr_j
overlook,verb,B2,cefr_j
overly,adverb,B2,cefr_j
overnight,adjective,B1,cefr_j
overnight,adverb,B1,cefr_j
overseas,adjective,B2,cefr_j
overseas,adverb,A2,cefr_j
overshadow,verb,B2,cefr_j
oversize,adjective,B2,cefr_j
overstep,verb,B2,cefr_j
overtime,adverb,B2,cefr_j
overtime,noun,B2,cefr_j
overturn,verb,B2,cefr_j
overwhelm,verb,B1,cefr_j
overwhelming,adjective,B1,cefr_j
overwork,noun,B1,cefr_j
ow,noun,B2,cefr_j
owe,verb,B1,cefr_j
owing,adjective,B1,cefr_j
owing to,preposition,B2,cefr_j
own,pronoun,A2,cefr_j
owner,noun,A1,cefr_j
ozone,noun,B2,cefr_j
p.m./P.M./pm/PM,adverb,A1,cefr_j
pace,noun,B1,cefr_j
pacific,adjective,A2,cefr_j
pack,noun,A2,cefr_j
pack,verb,A2,cefr_j
package,noun,B1,cefr_j
packed,adjective,B2,cefr_j
packet,noun,B2,cefr_j
packing,noun,B1,cefr_j
pad,noun,B2,cefr_j
paddle,noun,B1,cefr_j
page,noun,A1,cefr_j
painful,adjective,B1,cefr_j
paintbrush,noun,B2,cefr_j
painter,noun,A2,cefr_j
painting,noun,A1,cefr_j
pajamas/pyjamas,noun,B2,cefr_j
pal,noun,A2,cefr_j
pallet,noun,B2,cefr_j
pan,noun,A2,cefr_j
pancake,noun,B2,cefr_j
pandemic,adjective,B2,cefr_j
panel,noun,B2,cefr_j
panic,noun,A2,cefr_j
panic,verb,B2,cefr_j
papaya,noun,B2,cefr_j
paperless,adjective,B2,cefr_j
paperwork,noun,B2,cefr_j
parade,noun,B2,cefr_j
paradox,noun,B2,cefr_j
paralyze/paralyse,verb,B1,cefr_j
paramedic,adjective,B2,cefr_j
paratrooper,noun,B2,cefr_j
parcel,noun,B1,cefr_j
pardon,noun,A1,cefr_j
pardon,verb,B1,cefr_j
parental,adjective,B1,cefr_j
park,noun,A1,cefr_j
park,verb,A2,cefr_j
parking,noun,B1,cefr_j
part,noun,A2,cefr_j
part,verb,B2,cefr_j
partial,adjective,B1,cefr_j
participation,noun,B2,cefr_j
particular,adjective,B2,cefr_j
particularly,adverb,B1,cefr_j
partisan,noun,B2,cefr_j
partly,adverb,A2,cefr_j
partner,noun,A1,cefr_j
partnership,noun,B2,cefr_j
part-time,adjective,B1,cefr_j
part-time,adverb,B1,cefr_j
passenger,noun,A2,cefr_j
passionate,adjective,B2,cefr_j
passionately,adverb,B2,cefr_j
passive,adjective,B1,cefr_j
past,adjective,B1,cefr_j
past,adverb,A1,cefr_j
past,preposition,A1,cefr_j
pasta,noun,A2,cefr_j
pastor,noun,B2,cefr_j
pastoral,adjective,B2,cefr_j
patch,noun,B2,cefr_j
patience,noun,B1,cefr_j
patient,adjective,B1,cefr_j
patient,noun,A2,cefr_j
patiently,adverb,B2,cefr_j
patriot,noun,B2,cefr_j
patriotic,adjective,B2,cefr_j
patriotism,noun,B2,cefr_j
patrol,noun,B1,cefr_j
patron,noun,B2,cefr_j
pave,verb,B2,cefr_j
pawnbroker,noun,B2,cefr_j
pawnshop,noun,B2,cefr_j
peaceful,adjective,A2,cefr_j
peacefully,adverb,B2,cefr_j
peak,noun,B2,cefr_j
pearl,noun,B2,cefr_j
pebble,noun,B2,cefr_j
pedal,noun,B2,cefr_j
pedestrian,noun,B2,cefr_j
peel,noun,B2,cefr_j
peel,verb,B2,cefr_j
penalize/penalise,verb,B2,cefr_j
pence,noun,A2,cefr_j
penetrate,verb,B2,cefr_j
penfriend/pen friend,noun,A2,cefr_j
penicillin,noun,B2,cefr_j
penniless,adjective,B1,cefr_j
pension,noun,B2,cefr_j
perceive,verb,B2,cefr_j
percent/per cent,noun,B1,cefr_j
percentage,noun,B2,cefr_j
perfectly,adverb,A2,cefr_j
perform,verb,A2,cefr_j
performance,noun,A2,cefr_j
performer,noun,B1,cefr_j
perhaps,adverb,A2,cefr_j
period,noun,A1,cefr_j
permanence,noun,B2,cefr_j
permanent,adjective,B1,cefr_j
permanently,adverb,B1,cefr_j
permeate,verb,B2,cefr_j
permission,noun,A2,cefr_j
permit,verb,B1,cefr_j
perseverance,noun,B2,cefr_j
persist,verb,B2,cefr_j
persistence,noun,B2,cefr_j
persistent,adjective,B2,cefr_j
personal,adjective,A1,cefr_j
personality,noun,A2,cefr_j
personally,adverb,B1,cefr_j
personification,noun,B2,cefr_j
personify,verb,B2,cefr_j
personnel,noun,B2,cefr_j
perspiration,noun,B2,cefr_j
persuade,verb,B1,cefr_j
persuasion,noun,B2,cefr_j
persuasive,adjective,B1,cefr_j
pessimist,noun,B2,cefr_j
pessimistic,adjective,B2,cefr_j
petrified,adjective,B2,cefr_j
petrol station,noun,A2,cefr_j
petty,adjective,B2,cefr_j
pH,noun,B2,cefr_j
phantom,adjective,B1,cefr_j
pharmacist,noun,B2,cefr_j
pharmacy,noun,B1,cefr_j
phase,noun,B2,cefr_j
philosopher,noun,B1,cefr_j
philosophical,adjective,B2,cefr_j
philosophy,noun,B1,cefr_j
photo,noun,A1,cefr_j
photocopy,noun,B1,cefr_j
photographer,noun,A2,cefr_j
phrasal verb,noun,B1,cefr_j
physical,adjective,A2,cefr_j
physically,adverb,A2,cefr_j
physician,noun,B2,cefr_j
pick,noun,B1,cefr_j
pick,verb,A1,cefr_j
pickle,noun,B2,cefr_j
picky,adjective,B2,cefr_j
picnic,noun,A1,cefr_j
picturesque,adjective,B2,cefr_j
piety,noun,B1,cefr_j
pile,noun,A2,cefr_j
pilgrim,noun,A2,cefr_j
pill,noun,A2,cefr_j
pillow,noun,B1,cefr_j
pillowcase,noun,B2,cefr_j
pine,noun,B2,cefr_j
piracy,noun,B2,cefr_j
pity,noun,A2,cefr_j
place,noun,A1,cefr_j
place,verb,B1,cefr_j
plague,noun,B2,cefr_j
plain,adjective,B1,cefr_j
planning,noun,B2,cefr_j
player,noun,A1,cefr_j
playful,adjective,A2,cefr_j
playground,noun,A2,cefr_j
playmate,noun,B2,cefr_j
pleasant,adjective,A2,cefr_j
pleasantly,adverb,B1,cefr_j
pleased,adjective,A2,cefr_j
pleasing,adjective,A2,cefr_j
plenty,noun,A2,cefr_j
plenty,pronoun,B1,cefr_j
plot,noun,B2,cefr_j
pluck,verb,B2,cefr_j
plug,noun,B1,cefr_j
plug,verb,B2,cefr_j
plumber,noun,B2,cefr_j
plus,conjunction,B1,cefr_j
plus,noun,B2,cefr_j
plus,preposition,A2,cefr_j
pneumonia,noun,B2,cefr_j
pocket,noun,A1,cefr_j
pocket money,noun,B1,cefr_j
poem,noun,A1,cefr_j
poet,noun,B1,cefr_j
poetry,noun,B1,cefr_j
point of view,noun,B2,cefr_j
pointless,adjective,B2,cefr_j
polar bear,noun,B2,cefr_j
police,noun,A2,cefr_j
police station,noun,A2,cefr_j
policeman,noun,A2,cefr_j
policewoman,noun,A2,cefr_j
polio,noun,B2,cefr_j
polite,adjective,A2,cefr_j
politely,adverb,B1,cefr_j
politeness,noun,B2,cefr_j
politically,adverb,B2,cefr_j
politician,noun,B1,cefr_j
polity,noun,B2,cefr_j
polo,noun,B2,cefr_j
ponder,verb,B2,cefr_j
popular,adjective,A2,cefr_j
popularity,noun,B2,cefr_j
popularize/popularise,verb,B2,cefr_j
population,noun,A2,cefr_j
porch,noun,B2,cefr_j
pork,noun,B1,cefr_j
portion,noun,B2,cefr_j
portrait,noun,A2,cefr_j
pose,noun,B2,cefr_j
position,noun,A2,cefr_j
positive,adjective,B1,cefr_j
positively,adverb,B1,cefr_j
possess,verb,B1,cefr_j
possessed,adjective,B2,cefr_j
possession,noun,B1,cefr_j
possessive,adjective,B1,cefr_j
possibility,noun,B1,cefr_j
possible,adjective,A2,cefr_j
possibly,adverb,A2,cefr_j
post,noun,A1,cefr_j
post,verb,A2,cefr_j
post office,noun,A2,cefr_j
postal,adjective,B2,cefr_j
postcard,noun,B1,cefr_j
poster,noun,A1,cefr_j
postman,noun,B1,cefr_j
postpone,verb,B2,cefr_j
potent,adjective,B2,cefr_j
potential,adjective,B2,cefr_j
potential,noun,B1,cefr_j
potentially,adverb,B2,cefr_j
pottery,noun,B1,cefr_j
poverty,noun,B1,cefr_j
powerfully,adverb,B2,cefr_j
practicality,noun,B2,cefr_j
practically,adverb,B2,cefr_j
practice,noun,A1,cefr_j
practice/practise,verb,A1,cefr_j
prance,noun,B2,cefr_j
pray,verb,A1,cefr_j
prayer,noun,B1,cefr_j
precede,verb,B2,cefr_j
precious,adjective,B1,cefr_j
precisely,adverb,B2,cefr_j
predicament,noun,B2,cefr_j
predicative,adjective,B2,cefr_j
predict,verb,A2,cefr_j
predictable,adjective,B2,cefr_j
prediction,noun,A2,cefr_j
predictive,adjective,B2,cefr_j
predictor,noun,B2,cefr_j
prefect,noun,B2,cefr_j
prefer,verb,A2,cefr_j
preferable,adjective,B2,cefr_j
preferably,adverb,B2,cefr_j
pregnant,adjective,B1,cefr_j
prehistoric,adjective,B2,cefr_j
prehuman,noun,B2,cefr_j
preindustrial,adjective,B2,cefr_j
prejudge,verb,B2,cefr_j
prejudice,noun,B1,cefr_j
preliminary,adjective,B2,cefr_j
preoccupy,verb,B2,cefr_j
preparation,noun,B1,cefr_j
prepare,verb,A2,cefr_j
prepared,adjective,B1,cefr_j
preschool,adjective,B1,cefr_j
prescription,noun,B1,cefr_j
presence,noun,B1,cefr_j
present,adjective,B1,cefr_j
present,noun,A1,cefr_j
present,verb,B2,cefr_j
presentation,noun,B1,cefr_j
presenter,noun,B2,cefr_j
preservation,noun,B1,cefr_j
preserve,verb,B1,cefr_j
presidency,noun,B2,cefr_j
presidential,adjective,B2,cefr_j
press,noun,B1,cefr_j
press,verb,B1,cefr_j
prestigious,adjective,B2,cefr_j
presumably,adverb,B2,cefr_j
pretend,adjective,B2,cefr_j
pretend,verb,A2,cefr_j
prevail,verb,B2,cefr_j
prevent,verb,A2,cefr_j
prevention,noun,B2,cefr_j
preventive,adjective,B2,cefr_j
previous,adjective,B1,cefr_j
previously,adverb,B2,cefr_j
priceless,adjective,B2,cefr_j
pride,noun,A2,cefr_j
primarily,adverb,B1,cefr_j
primary school,noun,B1,cefr_j
prime,adjective,B2,cefr_j
primitive,adjective,B1,cefr_j
principal,adjective,A2,cefr_j
principal,noun,B2,cefr_j
principle,noun,B1,cefr_j
print,noun,B1,cefr_j
print,verb,A2,cefr_j
printer,noun,A2,cefr_j
prior,adjective,B2,cefr_j
priority,noun,B2,cefr_j
prison,noun,B1,cefr_j
prisoner,noun,B1,cefr_j
privately,adverb,B2,cefr_j
privilege,noun,B2,cefr_j
prize,noun,B1,cefr_j
pro,noun,A2,cefr_j
probability,noun,B1,cefr_j
probable,adjective,B2,cefr_j
probably,adverb,A2,cefr_j
probe,noun,B2,cefr_j
procedure,noun,B2,cefr_j
proceed,verb,B1,cefr_j
proclaim,verb,B1,cefr_j
production,noun,A2,cefr_j
productive,adjective,B1,cefr_j
profession,noun,B1,cefr_j
professional,adjective,A2,cefr_j
professional,noun,B2,cefr_j
professor,noun,B1,cefr_j
profitable,adjective,B2,cefr_j
program/programme,noun,A1,cefr_j
program/programme,verb,B1,cefr_j
programmer,noun,B2,cefr_j
programming,noun,B2,cefr_j
progress,noun,B1,cefr_j
progress,verb,B2,cefr_j
progressive,adjective,A2,cefr_j
prohibit,verb,B2,cefr_j
prohibition,noun,B1,cefr_j
projection,noun,B2,cefr_j
prominence,noun,B2,cefr_j
prominent,adjective,B1,cefr_j
promise,noun,A2,cefr_j
promise,verb,B1,cefr_j
promote,verb,B1,cefr_j
promotion,noun,B1,cefr_j
prompt,adjective,B2,cefr_j
prompt,noun,B2,cefr_j
prompt,verb,B2,cefr_j
promptly,adverb,B2,cefr_j
pronounce,verb,A2,cefr_j
proof,noun,B1,cefr_j
properly,adverb,B1,cefr_j
property,noun,B1,cefr_j
proponent,noun,B2,cefr_j
proposal,noun,B1,cefr_j
propose,verb,B1,cefr_j
proposed,adjective,B2,cefr_j
prose,noun,B2,cefr_j
prosecute,verb,B2,cefr_j
prospect,noun,B2,cefr_j
prosper,verb,B2,cefr_j
prosperity,noun,B1,cefr_j
prosperous,adjective,B1,cefr_j
protect,verb,B1,cefr_j
protection,noun,B1,cefr_j
protective,adjective,B1,cefr_j
protest,noun,B1,cefr_j
protest,verb,B2,cefr_j
proud,adjective,B1,cefr_j
proudly,adverb,B2,cefr_j
provide,verb,A2,cefr_j
provided,conjunction,B1,cefr_j
provision,noun,B2,cefr_j
proximity,noun,B2,cefr_j
psychological,adjective,B1,cefr_j
psychologically,adverb,B2,cefr_j
psychologist,noun,A2,cefr_j
psychology,noun,B2,cefr_j
public transport,noun,B1,cefr_j
publication,noun,B2,cefr_j
publicity,noun,B2,cefr_j
publicize/publicise,verb,B2,cefr_j
publicly,adverb,B1,cefr_j
publisher,noun,B1,cefr_j
pullover,noun,B1,cefr_j
pump,noun,B1,cefr_j
punctual,adjective,B2,cefr_j
punctuality,noun,B2,cefr_j
punctuation,noun,A2,cefr_j
pupil,noun,B1,cefr_j
purchase,noun,B2,cefr_j
purchase,verb,B2,cefr_j
purify,verb,B1,cefr_j
purpose,noun,A2,cefr_j
purposeful,adjective,B2,cefr_j
purse,noun,B1,cefr_j
pursue,verb,A2,cefr_j
pursuit,noun,B2,cefr_j
puzzle,noun,B1,cefr_j
puzzled,adjective,B2,cefr_j
qualification,noun,B2,cefr_j
qualified,adjective,B1,cefr_j
quality,adjective,B1,cefr_j
quantify,verb,B2,cefr_j
quarrelsome,adjective,B2,cefr_j
query,noun,B2,cefr_j
question,noun,A1,cefr_j
question,verb,B2,cefr_j
questionnaire,noun,B1,cefr_j
queue,noun,B1,cefr_j
queue,verb,B2,cefr_j
quietly,adverb,A2,cefr_j
quite,adverb,A2,cefr_j
quotable,adjective,B2,cefr_j
racial,adjective,B1,cefr_j
racism,noun,B2,cefr_j
racist,noun,B2,cefr_j
rack,noun,B2,cefr_j
racket,noun,A2,cefr_j
radiate,verb,B2,cefr_j
radiation,noun,B1,cefr_j
radical,noun,B2,cefr_j
radically,adverb,B2,cefr_j
rafter,noun,B2,cefr_j
rag,noun,B2,cefr_j
rage,noun,B1,cefr_j
raincoat,noun,A2,cefr_j
rainforest,noun,B1,cefr_j
rainstorm,noun,B2,cefr_j
rainy,adjective,A1,cefr_j
raise,verb,A2,cefr_j
rally,noun,B2,cefr_j
ramp,noun,B2,cefr_j
range,noun,A2,cefr_j
range,verb,B2,cefr_j
ranger,noun,B2,cefr_j
rank,noun,B1,cefr_j
rap,noun,A2,cefr_j
rap,verb,B1,cefr_j
rapidly,adverb,B1,cefr_j
rare,adjective,B1,cefr_j
rarely,adverb,B1,cefr_j
rather,adverb,A2,cefr_j
rating,noun,A2,cefr_j
ration,noun,B1,cefr_j
rattle,noun,B2,cefr_j
ravage,noun,B2,cefr_j
razor,noun,B1,cefr_j
're,be-verb,A1,cefr_j
reach,noun,B1,cefr_j
reach,verb,A2,cefr_j
react,verb,B1,cefr_j
reaction,noun,B2,cefr_j
reader,noun,A1,cefr_j
readily,adverb,B2,cefr_j
ready,adjective,A1,cefr_j
realistic,adjective,B1,cefr_j
realization/realisation,noun,B2,cefr_j
realize/realise,verb,A2,cefr_j
really,adverb,A1,cefr_j
rear,adjective,B2,cefr_j
rearrange,verb,B1,cefr_j
reasonable,adjective,B1,cefr_j
reasonably,adverb,B2,cefr_j
rebel,noun,B2,cefr_j
rebel,verb,B2,cefr_j
rebellious,adjective,B2,cefr_j
recall,verb,B1,cefr_j
receive,verb,A2,cefr_j
recently,adverb,A2,cefr_j
receptionist,noun,A2,cefr_j
recite,verb,B1,cefr_j
reckon,verb,B2,cefr_j
reclaim,verb,B1,cefr_j
recognition,noun,B2,cefr_j
recognize/recognise,verb,B1,cefr_j
recollect,verb,B2,cefr_j
recollection,noun,B2,cefr_j
recommend,verb,B1,cefr_j
recommendable,adjective,B2,cefr_j
recommendation,noun,B2,cefr_j
reconsider,verb,B2,cefr_j
record,noun,B1,cefr_j
record,verb,A2,cefr_j
recover,verb,B1,cefr_j
recovery,noun,B1,cefr_j
recreation,noun,B2,cefr_j
recruit,verb,B2,cefr_j
recycled,adjective,B1,cefr_j
recycling,noun,B1,cefr_j
reduce,verb,B1,cefr_j
reduction,noun,B1,cefr_j
redundant,adjective,B2,cefr_j
reed,noun,B2,cefr_j
reef,noun,B1,cefr_j
refer,verb,A2,cefr_j
referee,noun,B1,cefr_j
referent,adjective,B2,cefr_j
refinery,noun,B2,cefr_j
reflect,verb,A2,cefr_j
reflection,noun,B1,cefr_j
reflective,adjective,B2,cefr_j
reform,noun,B2,cefr_j
refrain,noun,B2,cefr_j
refreshments,noun,B1,cefr_j
refrigerator,noun,A2,cefr_j
refuge,noun,B2,cefr_j
refugee,noun,B2,cefr_j
refund,noun,B1,cefr_j
refusal,noun,B1,cefr_j
refuse,noun,B1,cefr_j
refuse,verb,B1,cefr_j
refute,verb,B2,cefr_j
regain,verb,B1,cefr_j
regard,noun,B2,cefr_j
regard,verb,B1,cefr_j
regarding,preposition,B1,cefr_j
regardless,adverb,B2,cefr_j
reggae,noun,B2,cefr_j
region,noun,B1,cefr_j
regional,adjective,B1,cefr_j
registration,noun,B1,cefr_j
regrettably,adverb,B2,cefr_j
regularly,adverb,A2,cefr_j
regulate,verb,B2,cefr_j
regulation,noun,B1,cefr_j
rehearsal,noun,B2,cefr_j
reinforce,verb,B2,cefr_j
reinforcement,noun,B2,cefr_j
reject,verb,B1,cefr_j
rejection,noun,B2,cefr_j
rejoin,verb,B2,cefr_j
related,adjective,B2,cefr_j
relation,noun,B1,cefr_j
relationship,noun,B1,cefr_j
relative,adjective,B1,cefr_j
relative,noun,B1,cefr_j
relatively,adverb,B1,cefr_j
